job_title,company_Name,job_url,job_Location,job_Summery,job_posted_Date,job_Salary
,MKB Holdings,"https://www.indeed.com/q-Mkb-Holdings-l-Grand-Rapids,-MI-jobs.html","Grand Rapids, MI 49504 (Westside Connection area)","Dealership Advantage is a cloud-based, integrated dealership and OEM management platform currently serving the marine market.",Posted2 days ago,Estimated $88.3K – $112K a year
,JR Automation,https://www.indeed.com/cmp/Jr-Automation,"Holland, MI 49424","As an IT Manager for Applications Development, you will be responsible for overseeing the development and implementation of custom software applications.",Posted1 day ago,
Senior Front End Developer,RaiseRight,"https://www.indeed.com/q-Raiseright-l-Grand-Rapids,-MI-jobs.html","Grand Rapids, MI 49508","As a Senior Front End Engineer, you will play a critical role on RaiseRight's Technology team.",Posted30+ days ago,Estimated $96.8K – $123K a year
Controls/Software Engineer,Dematic,https://www.indeed.com/cmp/Dematic,"Grand Rapids, MI","The job candidate will demonstrate, validate and test all software and controls components of the Tech Center and serve as the liaison to the various product…",Posted30+ days ago,Estimated $91.6K – $116K a year
"Engineer II, Software - - (Remote/Nationwide)",BDO,https://www.indeed.com/cmp/Bdo,"Remote in Grand Rapids, MI+1 location",BDO’s Core Purpose is Helping People Thrive Every Day.,Posted10 days ago,Estimated $103K – $130K a year
APPLICATION DEVELOPER,Ascent Brands,"https://www.indeed.com/q-Ascent-Brands-l-Caledonia,-MI-jobs.html","Caledonia, MI 49316",Ascent Brands is a direct-mail catalog supplier of unique and hard-to-find items for laboratory and healthcare professionals.,Posted30+ days ago,Estimated $53.3K – $67.5K a year
Web Designer / Front End Developer,"UFP Industries, Inc.","https://www.indeed.com/cmp/Ufp-Industries,-Inc.","Grand Rapids, MI 49525",The Web Designer will work with the Web Development team on all changes and projects relative to web design.,Posted30+ days ago,
Junior Software Developer,Revature,https://www.indeed.com/cmp/Revature-8,"Wyoming, MI+1 location",Revature is the fastest growing employer of emerging technology talent in the US.,Posted30+ days ago,Estimated $61.8K – $78.2K a year
CET Software Developer,KION Group AG,https://www.indeed.com/addlLoc/redirect?tk=1fr2s92u0s7ha801&jk=197156263b4c7a07&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Bq4cQVqhAeCglub3JtdGl0bGUaEXNvZnR3YXJlIGVuZ2luZWVy,"Grand Rapids, MI+1 location",The qualified individual will be responsible for software development of the Dematic extension used in the Configura CET Designer application.,Posted30+ days ago,
Senior Controls Software Engineer,Dematic,https://www.indeed.com/cmp/Dematic,"Grand Rapids, MI","In this role you will drive the implementation of proof of concepts for our system architecture, AI, and HMI initiatives, which will support various solutions,…",Posted30+ days ago,
Java Developer,nFolks Data Solutions,"https://www.indeed.com/q-Nfolks-Data-Solutions-l-Grand-Rapids,-MI-jobs.html","Grand Rapids, MI",Bachelor's or Master's Degree in Computer Science or Information Systems.,Posted30+ days ago,
Senior Backend Engineer,WedgeHR,"https://www.indeed.com/q-Wedgehr-l-Grand-Rapids,-MI-jobs.html","Grand Rapids, MI 49503 (Heritage Hill area)",Candidates record a one-way interview on their time and recruiters review it on theirs.,Posted30+ days ago,
Junior Software Developer,Revature,https://www.indeed.com/cmp/Revature-8,"Wyoming, MI+1 location",College degree (Associates or Bachelors).,Posted30+ days ago,
"Associate, Software Engineering",KPMG,https://www.indeed.com/cmp/Kpmg-0828bc85,"Grand Rapids, MI+2 locations","Rapidly architect, design, prototype and implement architectures to tackle the Big Data needs for a variety of Fortune 1000 corporations and other major…",Posted30 days ago,
Application Development Analyst - AWS Cloud Developer,Spectrum Health,https://www.indeed.com/cmp/Spectrum-Health-1,"Grand Rapids, MI","You will also help create and externalize APIs to deliver data using modern, cloud-based patterns to internal and external consumers.",Posted29 days ago,
Web Designer / Front End Developer,"UFP Industries, Inc.","https://www.indeed.com/cmp/Ufp-Industries,-Inc.","Grand Rapids, MI 49525",The Web Designer will work with the Web Development team on all changes and projects relative to web design.,Posted30+ days ago,
Software Engineering Manager,Dematic,https://www.indeed.com/cmp/Dematic,"Grand Rapids, MI",The Software Engineering Manager will be responsible for spearheading a team which will develop software solutions for the implementation of our innovative…,Posted29 days ago,
ServiceNow Developer Consultant - Location Open,Deloitte,https://www.indeed.com/cmp/Deloitte,"Grand Rapids, MI 49503 (Heartside area)","You will perform day-to-day support and maintenance, work with the functional team to develop solutions in ServiceNow and coordinate support and development…",Posted26 days ago,
Senior Software Engineer,ZoomInfo Technologies LLC,https://www.indeed.com/cmp/Zoominfo,"Grand Rapids, MI","If you like working on tough problems, whether that's building systems that handle millions of customer requests per day or how to make sense of over a billion…",Posted9 days ago,
Sr. Oracle Programmer Analyst,BISSELL Homecare,https://www.indeed.com/cmp/Bissell,"Grand Rapids, MI 49544",You will provide leadership and support in architecting both on premise and Cloud solutions.,Posted30+ days ago,
Advanced Lead Engineer - Embedded Software Development,GE Aviation,https://www.indeed.com/cmp/GE-Aviation,"Grand Rapids, MI 49512+1 location",This position is for a Lead Embedded Software Engineer for the New Products and Adjacencies line within the Mission Systems group.,Posted30+ days ago,
Flow | Staff Engineer (JavaScript Framework),Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2s92u0s7ha801&jk=798f865023eb0ae2&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Fi0so2qhAbCglub3JtdGl0bGUaDnN0YWZmIGVuZ2luZWVy,"Remote in Kentwood, MI+2 locations","They are also the original developers behind Flow, a new decentralized blockchain designed from the ground up for scalability and ease of use.",Posted30+ days ago,
Golang Engineer,Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2s92u0s7ha801&jk=50bead8d3ec5cd7f&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Fi0so2qhAVCglub3JtdGl0bGUaCGVuZ2luZWVy,"Remote in Kentwood, MI+1 location",Responsible for the R & D and maintenance of the server of the platform;,Posted30+ days ago,
,Xplor,"https://www.indeed.com/q-Xplor-l-Grand-Rapids,-MI-jobs.html","Grand Rapids, MI","Contributing clean infrastructure code to optimize system reliability, performance, and efficiency.",Posted6 days ago,Estimated $97.4K – $123K a year
Offboard Developer/ Software Engineer,KION Group,https://www.indeed.com/addlLoc/redirect?tk=1fr2s93mau3vk800&jk=ddbff054277662f7&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG9mdGNsuA%252Bw9aMBqhAkCgtvY2N1cGF0aW9ucxoFNU5ONTMaBUVIUFc5GgVISlNYNkAB,"Holland, MI+1 location",Our attractive and market competitive total rewards packages are designed to reward high performance and to assist in managing your personal and family needs.,Posted30+ days ago,Estimated $91.7K – $116K a year
Solution Architect - .NET and Azure Dev,Meijer,https://www.indeed.com/cmp/Meijer,"Grand Rapids, MI",The Meijer store Customer Experience train is seeking a Solution Architect or Senior lead level .,Posted30+ days ago,Estimated $124K – $157K a year
Cloud DevOps Engineer,Compliance Systems,https://www.indeed.com/cmp/Compliance-Systems,"Grand Rapids, MI 49546",The Cloud DevOps Engineer role is responsible for supporting and advising engineering and product teams through all application life cycle phases to ensure…,Posted30+ days ago,Estimated $98.1K – $124K a year
Software Cloud Engineer,KION Group AG,"https://www.indeed.com/q-Kion-Group-Ag-l-Grand-Rapids,-MI-jobs.html","Grand Rapids, MI","Dematic is seeking Software Engineers with the ability to design and implement large-scale software solutions, focusing on microservice architectures and…",Posted30+ days ago,Estimated $99.2K – $126K a year
Platform and Test Software Advanced Lead Engineer,GE Aviation,https://www.indeed.com/cmp/GE-Aviation,"Grand Rapids, MI 49512","The Platform and Test Software Advanced Lead Engineer demonstrates accountability for functional, business, and broad company objectives.",Posted15 days ago,Estimated $117K – $148K a year
Agile Tools Application Development Analyst (Associate),Spectrum Health,https://www.indeed.com/cmp/Spectrum-Health-1,"Caledonia, MI 49316","Under direct supervision, assists in responding to requests from users for new or modified Agile systems.",Posted16 days ago,Estimated $54.5K – $68.9K a year
,GREATLAND CORPORATION,https://www.indeed.com/cmp/Greatland-Corporation,"Grand Rapids, MI 49544","Working with industry-leading technology, the Senior Cloud Engineer designs and implements secure, scalable, resilient, maintainable, and testable cloud…",Posted6 days ago,Estimated $90.1K – $114K a year
Sr. AWS Cloud/DevOps Engineer,Deloitte,https://www.indeed.com/cmp/Deloitte,"Grand Rapids, MI 49503 (Heartside area)+4 locations",The practice aims at developing service-oriented architecture (SOA) and other integration solutions to enable information sharing and management between…,Posted22 days ago,Estimated $110K – $140K a year
,Gentex Corporation,https://www.indeed.com/cmp/Gentex-Corporation,"Zeeland, MI","Build, assemble and modify custom manufacturing equipment and machinery.",Posted2 days ago,Estimated $71K – $89.8K a year
Junior Software Developer,Revature,https://www.indeed.com/cmp/Revature-8,"Wyoming, MI+1 location",College degree (Associates or Bachelors).,Posted30+ days ago,Estimated $61.8K – $78.2K a year
Senior Backend Engineer (Payment Startup for Trucking),Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2s93mau3vk800&jk=814d069c8965cbcd&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG9mdGNsuA%252Fi0so2qhArCgtvY2N1cGF0aW9ucxoFNU5ONTMaBUVHNk1QGgVFSFBXORoFSEpTWDZAAQ%253D%253D,"Remote in Kentwood, MI+27 locations",Our client is building Stripe for Transportation - modernizing payments infrastructure in the trucking industry.,Posted14 days ago,Estimated $122K – $155K a year
DevOps Cloud Engineer (Remote),Dematic,https://www.indeed.com/cmp/Dematic,"Remote in Grand Rapids, MI","This is a key position in our Hosting team within our Infrastructure group, which is responsible for designing and developing scalable, maintainable, and highly…",Posted30+ days ago,Estimated $95.8K – $121K a year
Java Developer,Baudville Brands,https://www.indeed.com/cmp/Baudville-Brands,"Grand Rapids, MI 49512",The Java Developer will be joining the RecogNation team responsible for maintaining and updating a world class client facing rewards and recognition portal.,Posted30+ days ago,Estimated $92K – $116K a year
Analyst (Professional) Software Engineer,Dematic,https://www.indeed.com/cmp/Dematic,"Grand Rapids, MI",Then check out Dematic – the Global Leader in the Logistics and Material Handling Industry.,Posted30 days ago,
,Crowe,https://www.indeed.com/cmp/Crowe,"Grand Rapids, MI 49503 (Heartside area)",The team is responsible for development and quality assurance tasks related to healthcare data and has heavy focus areas on data integration and management as…,Posted7 days ago,Estimated $99.7K – $126K a year
"Sr. Python Developer - Grand Rapids, Michigan","Projé, Inc.",https://www.indeed.com/cmp/Proje,"Grand Rapids, MI","As a trusted advisor, Projé provides the knowledge, skills, and leadership to help clients achieve their goals.",Posted30+ days ago,Estimated $103K – $131K a year
,Xplor,"https://www.indeed.com/q-Xplor-l-Grand-Rapids,-MI-jobs.html","Grand Rapids, MI","Contributing clean infrastructure code to optimize system reliability, performance, and efficiency.",Posted6 days ago,Estimated $97.4K – $123K a year
Offboard Developer/ Software Engineer,KION Group,https://www.indeed.com/addlLoc/redirect?tk=1fr2s947vhilc801&jk=ddbff054277662f7&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Bw9aMBqhAeCglub3JtdGl0bGUaEXNvZnR3YXJlIGVuZ2luZWVy,"Holland, MI+1 location",Our attractive and market competitive total rewards packages are designed to reward high performance and to assist in managing your personal and family needs.,Posted30+ days ago,Estimated $91.7K – $116K a year
Solution Architect - .NET and Azure Dev,Meijer,https://www.indeed.com/cmp/Meijer,"Grand Rapids, MI",The Meijer store Customer Experience train is seeking a Solution Architect or Senior lead level .,Posted30+ days ago,Estimated $124K – $157K a year
Cloud DevOps Engineer,Compliance Systems,https://www.indeed.com/cmp/Compliance-Systems,"Grand Rapids, MI 49546",The Cloud DevOps Engineer role is responsible for supporting and advising engineering and product teams through all application life cycle phases to ensure…,Posted30+ days ago,Estimated $98.1K – $124K a year
Software Cloud Engineer,KION Group AG,"https://www.indeed.com/q-Kion-Group-Ag-l-Grand-Rapids,-MI-jobs.html","Grand Rapids, MI","Dematic is seeking Software Engineers with the ability to design and implement large-scale software solutions, focusing on microservice architectures and…",Posted30+ days ago,Estimated $99.2K – $126K a year
Platform and Test Software Advanced Lead Engineer,GE Aviation,https://www.indeed.com/cmp/GE-Aviation,"Grand Rapids, MI 49512","The Platform and Test Software Advanced Lead Engineer demonstrates accountability for functional, business, and broad company objectives.",Posted15 days ago,Estimated $117K – $148K a year
Principal Software Engineer (Series C Fitness Startup),Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2s947vhilc801&jk=7d828dac8d34b842&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Fi0so2qhAoCglub3JtdGl0bGUaG3ByaW5jaXBhbCBzb2Z0d2FyZSBlbmdpbmVlcg%253D%253D,"Remote in Kentwood, MI+2 locations","Using 3D sensors and A.I., the product enables expert coaches to correct your form and provide personalized feedback in real-time.",Posted30+ days ago,Estimated $145K – $183K a year
Sr Application Development Analyst (Salesforce),Spectrum Health,https://www.indeed.com/cmp/Spectrum-Health-1,"Grand Rapids, MI","Designs, codes or configures, tests, debugs, deploys, documents and maintains large and/or complex programs, using a variety of software development toolkits,…",Posted30+ days ago,Estimated $79.8K – $101K a year
,GREATLAND CORPORATION,https://www.indeed.com/cmp/Greatland-Corporation,"Grand Rapids, MI 49544","Working with industry-leading technology, the Senior Cloud Engineer designs and implements secure, scalable, resilient, maintainable, and testable cloud…",Posted6 days ago,Estimated $90.1K – $114K a year
AMR/Mobile Automation - Solution Concept Developer and Estimator,Dematic,https://www.indeed.com/cmp/Dematic,"Grand Rapids, MI","The ideal candidate should have 3 to 5 years’ experience working with the application of material handling solutions, with specific interest in mobile…",Posted30+ days ago,Estimated $75K – $95K a year
,Gentex Corporation,https://www.indeed.com/cmp/Gentex-Corporation,"Zeeland, MI","Build, assemble and modify custom manufacturing equipment and machinery.",Posted2 days ago,Estimated $71K – $89.8K a year
Junior Software Developer,Revature,https://www.indeed.com/cmp/Revature-8,"Wyoming, MI+1 location",College degree (Associates or Bachelors).,Posted30+ days ago,Estimated $61.8K – $78.2K a year
Senior Frontend Engineer (NBA Top Shot_,Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2s947vhilc801&jk=02148f5cbc7322a8&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Fi0so2qhAcCglub3JtdGl0bGUaD3NlbmlvciBlbmdpbmVlcg%253D%253D,"Remote in Kentwood, MI+8 locations","They are also the original developers behind Flow, a new decentralized blockchain designed from the ground up for scalability and ease of use.",Posted30+ days ago,Estimated $114K – $144K a year
SDET - Software Developer Engineer in Test,Dewpoint,https://www.indeed.com/cmp/Dewpoint,"Grand Rapids, MI","In this role, you will provide technical expertise for UI and web service functional and automation testing.",Posted14 days ago,
Junior Software Developer,Revature,https://www.indeed.com/cmp/Revature-8,"Wyoming, MI+1 location",College degree (Associates or Bachelors).,Posted30+ days ago,Estimated $61.8K – $78.2K a year
Embedded Software Engineer,DornerWorks,https://www.indeed.com/cmp/Dornerworks,"Hybrid remote in Grand Rapids, MI","At DornerWorks, our Embedded Software Engineers are responsible for developing great software for a wide variety of our customer’s products.",Posted30+ days ago,Estimated $84.5K – $107K a year
Senior Frontend Engineer (Seed Stage Startups),Recruiting From Scratch,"https://www.indeed.com/q-Recruiting-From-Scratch-l-Kentwood,-MI-jobs.html","Remote in Kentwood, MI","As a Senior Front End Engineer, you will help to build internal and external facing Web applications that will enable our clients to effectively build for their…",Posted30+ days ago,Estimated $109K – $137K a year
,PRICE WATERHOUSE COOPERS,https://www.indeed.com/cmp/Pwc,"Grand Rapids, MI 49503 (Heartside area)+1 location","You’ll focus on managing the design and implementation of technology infrastructure within PwC, developing and enhancing both client and internal facing…",Posted2 days ago,Estimated $82.2K – $104K a year
Senior Software Engineer,Mutually Human,"https://www.indeed.com/q-Mutually-Human-l-Kentwood,-MI-jobs.html","Kentwood, MI 49512",The Company partners with its clients to develop and deliver cutting-edge customized software solutions that are integral to its client’s core business…,Posted30+ days ago,Estimated $108K – $136K a year
Software Engineer (Speech to Code Startup),Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2s94opu27p800&jk=e06452275885777d&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Fi0so2qhAeCglub3JtdGl0bGUaEXNvZnR3YXJlIGVuZ2luZWVy,"Remote in Kentwood, MI+20 locations",Build on top of open-source technologies like Tree Sitter and the Language Server Protocol to iterate on our generalized code transformation platform.,Posted27 days ago,Estimated $107K – $136K a year
Lead Software Engineer - Electronics,BISSELL Homecare,https://www.indeed.com/cmp/Bissell,"Grand Rapids, MI 49544","The Lead Electrical Engineer is responsible for integration of electrical, electronic, and software systems into developments of new floor care products,…",Posted30+ days ago,Estimated $105K – $133K a year
Sr. Ruby on Rails Engineer,KPMG,https://www.indeed.com/cmp/Kpmg-0828bc85,"Grand Rapids, MI","Collaborate with peers to design, write, document, deploy and maintain software systems.",Posted30+ days ago,Estimated $108K – $136K a year
Software Engineering Manager (Private Crypto Startup),Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2s94opu27p800&jk=0506504cf6ad6109&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Fi0so2qhApCglub3JtdGl0bGUaHHNvZnR3YXJlIGVuZ2luZWVyaW5nIG1hbmFnZXI%253D,"Remote in Kentwood, MI+6 locations",Our client is a new cryptocurrency that takes no shortcuts on privacy and usability.,Posted30+ days ago,Estimated $116K – $147K a year
Senior Quality Assurance Automation Engineer,Spectrum Health,https://www.indeed.com/cmp/Spectrum-Health-1,"Grand Rapids, MI","This role will partner with a highly collaborative development team to ensure text messages (SMS), emails, and digitized voice messages sent to patients and…",Posted30+ days ago,
Web Designer / Front End Developer,"UFP Industries, Inc.","https://www.indeed.com/cmp/Ufp-Industries,-Inc.","Grand Rapids, MI 49525",The Web Designer will work with the Web Development team on all changes and projects relative to web design.,Posted30+ days ago,
Java Developer,AirySoft,"https://www.indeed.com/q-Airysoft-l-Grand-Rapids,-MI-jobs.html","Grand Rapids, MI 49546","AirySoft, Inc. (Grand Rapids, MI) seeks Java Developer to design, develop, deploy and support large scale distributed systems and applications using Java/J2EE…",Posted30+ days ago,Estimated $76.8K – $97.2K a year
Software Engineering Manager,Dematic,https://www.indeed.com/cmp/Dematic,"Grand Rapids, MI",The Software Engineering Manager will be responsible for spearheading a team which will develop software solutions for the implementation of our innovative…,Posted29 days ago,Estimated $99.1K – $125K a year
Cloud DevOps Engineer,Compliance Systems,https://www.indeed.com/cmp/Compliance-Systems,"Grand Rapids, MI 49546",The Cloud DevOps Engineer role is responsible for supporting and advising engineering and product teams through all application life cycle phases to ensure…,Posted30+ days ago,Estimated $98.1K – $124K a year
Software Developer Engineer in Test II,DT Professional Services,"https://www.indeed.com/q-Dt-Professional-Services-l-Caledonia,-MI-jobs.html","Caledonia, MI 49316",3 year Java Experience with Selenium preferred.,Posted30+ days ago,Estimated $79.8K – $101K a year
Software Engineer - (Remote/Nationwide),BDO,https://www.indeed.com/cmp/Bdo,"Remote in Grand Rapids, MI+1 location","The Software Engineer I is responsible for analyzing internal user needs to accurately design, construct, implement and maintain a system to meet the individual…",Posted10 days ago,Estimated $92K – $117K a year
Software Engineer Point of Sale,Gordon Food Service,,"Wyoming, MI","The Software Engineer - POS is responsible for providing analytical, development, and configuration support for our Toshiba 4690OS/ACE POS and CHEC Application…",Posted16 days ago,
Sr Application Development Analyst (Salesforce),Spectrum Health,https://www.indeed.com/cmp/Spectrum-Health-1,"Grand Rapids, MI","Designs, codes or configures, tests, debugs, deploys, documents and maintains large and/or complex programs, using a variety of software development toolkits,…",Posted30+ days ago,Estimated $79.8K – $101K a year
Alchemy | Backend Engineer,Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2s957uu3d1800&jk=091507ebff818161&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Fi0so2qhAfCglub3JtdGl0bGUaEmJhY2sgZW5kIGRldmVsb3Blcg%253D%253D,"Remote in Kentwood, MI+22 locations","Define the vision for the backend infrastructure that supports our developer platform and APIs, and guide the team in executing against that vision.",Posted27 days ago,Estimated $116K – $147K a year
Associate Software Developer,Brooksource,https://www.indeed.com/cmp/Brooksource,"Grand Rapids, MI",*We cannot provide sponsorship at this time*.,Posted30+ days ago,
Android Engineer,Meijer,https://www.indeed.com/cmp/Meijer,"Grand Rapids, MI",Meijer is seeking Mobile Software Engineers with Native Android development experience who are Passionate about Android development and building an innovative…,Posted30+ days ago,Estimated $98.4K – $125K a year
"US Tech - Senior Developer, Oracle HCM & PeopleSoft (Remote)",PRICE WATERHOUSE COOPERS,https://www.indeed.com/cmp/Pwc,"Remote in Grand Rapids, MI","You’ll focus on managing the design and implementation of technology infrastructure within PwC, developing and enhancing both client and internal facing…",Posted30+ days ago,Estimated $106K – $135K a year
Signal Processing Software Engineer (Autonomous Startup),Recruiting From Scratch,"https://www.indeed.com/q-Recruiting-From-Scratch-l-Kentwood,-MI-jobs.html","Remote in Kentwood, MI","Candidates must be located or willing to relocate to the Bay Area, and/or work Hybrid (one week on/ one week off).",Posted30+ days ago,Estimated $110K – $139K a year
